pair,trt,temp,clip,color,genotype,tank,start.len,start.rhiz.diam,start.rhiz.len,no.shoots.pre.heat,no.shoots.post.heat,length1.T1,length2.T1,length3.T1,length4.T1,lengthtot.T1,days.T1,growth.rate.T1,no.shoots.preC1,no.shoots.postC1,dead.T1,dead.TR,dead.preC,dead.postC,status.bd,no.shoots.bd,width.bd,date.measured.bd,days.bd,length1.bd,length2.bd,length3.bd,length4.bd,length5.bd,length6.bd,length7.bd,lengthtot.bd,growthrate.bd,grazing,laby,ss.np,dessicated,flowering,gen.id,old,new,rhiz,roots,rhizbrokeT1,rhizbroke.TR,squashed,SS.lost,replicate,notes,,
33,B,hot,none,R,DPH02,14,78.2,4,4,1,3,32.4,4.7,0,0,37.1,12,3.091666667,0,0,0,1,1,1,dead,0,0,24-Apr,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,B and/or R grazed after 2nd clip,,
33,B,hot,none,B,MML17,14,56.4,4,5.5,1,1,7.8,40.1,10.8,0,58.7,12,4.891666667,2,2,0,0,0,0,measured,4,0.6,24-Apr,8,1.9,10.4,5.2,9.4,0,0,0,26.9,3.3625,1,0,0,0,0,52,0.365,0.048,0.553,0.226,1,0,0,0,3,,,
33,C,cold,clip,R,DPH02,13,65,4,3,2,3,15.1,24,9.1,0.3,48.5,12,4.041666667,NA,NA,0,0,0,0,measured,6,0.6,30-Apr,14,3.5,13.2,12.8,8.8,0,0,0,38.3,2.735714286,1,0,0,0,0,183,0.161,0.153,0.259,0.294,0,0,0,0,3,,,
33,C,cold,clip,B,MML17,13,75.5,5,4.5,2,3,32.6,28.5,0,0,61.1,12,5.091666667,10,9,0,0,0,0,measured,6,0.6,30-Apr,14,4,17,9.6,16,0,0,0,46.6,3.328571429,0,0,1,0,0,182,0.101,0.09,0.159,0.149,0,0,0,0,3,,,
33,D,hot,clip,R,DPH02,14,66,3,2.5,3,3,28.5,9.8,0,0,38.3,12,3.191666667,NA,NA,0,0,0,0,measured,6,0.5,3-May,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,0.102,0.113,0.179,0.232,0,0,0,0,3,"grazed too much to see growth….so why is there biomass in ""new""? ",,
33,D,hot,clip,B,MML17,14,62.2,4,5.7,1,1,16,27.5,0,0,43.5,12,3.625,6,7,0,0,0,0,measured,3,0.7,3-May,17,8.5,17.5,19,9.5,0,0,0,54.5,3.205882353,1,0,0,0,0,252,0.128,0.101,0.35,0.161,0,0,0,0,3,,,
34,A,cold,none,R,CCS09,13,39.5,4,4.9,1,2,10.5,14.5,0,0,25,12,2.083333333,NA,NA,0,0,0,0,measured,3,0.6,2-May,16,2.5,12,11.2,0,0,0,0,25.7,1.60625,0,0,0,0,0,212,0.047,0.044,0.214,0.175,0,0,0,0,1,,,
34,A,cold,none,B,WPL05,13,47.5,4,5.5,1,2,31,2.5,0,0,33.5,12,2.791666667,9,13,0,0,0,0,measured,38,0.7,2-May,16,3,6.5,12.5,15.5,0,0,0,37.5,2.34375,0,0,10,0,0,243,2.368,1.095,2.289,1.139,0,0,0,0,1,largest shoot not punched,,
34,B,hot,none,R,CCS09,14,30.1,4,6,2,1,30.5,0,0,0,30.5,12,2.541666667,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
34,B,hot,none,B,WPL05,14,38,4,4.5,3,2,2,2.9,0,0,4.9,12,0.408333333,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
34,C,cold,clip,R,CCS09,13,28,4,4.5,1,1,1,13.6,4,0,18.6,12,1.55,NA,NA,0,0,0,1,dead,0,0,29-Apr,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,1,,,
34,C,cold,clip,B,WPL05,13,32,3,5.7,1,1,1.9,29,24,0,54.9,12,4.575,4,6,0,0,0,0,measured,7,0.6,29-Apr,13,2.4,3.9,4,17.9,14.1,14.9,12,69.2,5.323076923,1,0,0,0,0,126,0.3,0.262,0.178,0.107,0,0,0,0,1,,,
34,D,hot,clip,R,CCS09,14,31.7,5,3.5,1,1,1.9,18.5,0.6,0,21,12,1.75,NA,NA,0,0,0,0,measured,1,0.5,27-Apr,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,90,0.043,0,0.111,0.045,0,0,0,0,1,,,
34,D,hot,clip,B,WPL05,14,63,5,4.5,3,3,27.2,7.8,0,0,35,12,2.916666667,3,3,0,0,0,0,measured,3,0.6,27-Apr,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,1,0,89,0.155,0,0.121,0.058,0,0,0,0,1,,,
35,A,cold,none,R,CCH17,13,63.5,7,6,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,,,
35,A,cold,none,B,WPH03,13,22.5,3,6,2,3,33,1.2,0,0,34.2,12,2.85,NA,NA,0,0,0,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,,,
35,B,hot,none,R,CCH17,14,58.2,5,4.5,3,3,10.4,38,15.5,0,63.9,12,5.325,NA,NA,0,0,0,0,measured,7,0.9,4-May,18,4.5,21.5,15.5,15,0,0,0,56.5,3.138888889,1,0,2,0,0,266,0.475,0.258,0.536,0.234,0,0,0,0,1,,,
35,B,hot,none,B,WPH03,14,55.5,4,4,3,2,20.5,42.6,0,0,63.1,12,5.258333333,6,8,0,0,0,0,measured,7,0.6,4-May,18,11.2,17.8,22,0,0,0,0,51,2.833333333,0,1,2,0,0,267,0.36,0.239,0.356,0.31,0,0,0,0,1,,,
35,C,cold,clip,R,CCH17,13,55.5,6,4.7,2,2,18.5,16,3,0,37.5,12,3.125,NA,NA,0,0,0,1,dead,0,0,23-Apr,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,1,RHIZOME SQUISHED AT TAG,,
35,C,cold,clip,B,WPH03,13,32.5,4,5,1,2,17.5,25,3,0,45.5,12,3.791666667,5,5,0,0,0,0,measured,4,0.6,23-Apr,7,4.3,5.9,4.3,0,0,0,0,14.5,2.071428571,1,0,0,1,0,42,0.175,0.046,0.203,0.084,0,0,0,0,1,B and/or R grazed after 2nd clip,,
35,D,hot,clip,R,CCH17,14,63,5,4,3,2,5.7,8.9,1.1,0,15.7,12,1.308333333,NA,NA,0,0,0,1,dead,0,0,27-Apr,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,1,1,RHIZOME ROTTEN; 1 SS AT TRANSPLANT,,
35,D,hot,clip,B,WPH03,14,68,4,6,2,2,4.7,12.2,0,0,16.9,12,1.408333333,1,1,0,0,0,0,measured,1,0.1,27-Apr,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,98,0.007,0,0.046,0.013,0,0,0,0,1,not punched after clipping,,
36,A,cold,none,R,CCS17,15,46.5,3,5.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
36,A,cold,none,B,MMS17,15,26,4,6,2,3,24.4,11.5,13.9,1.1,50.9,12,4.241666667,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
36,B,hot,none,R,CCS17,16,59.5,4,4,1,1,15.1,15,0,0,30.1,12,2.508333333,NA,NA,0,0,0,0,measured,8,0.7,30-Apr,14,5.3,15,9,18.2,0,0,0,47.5,3.392857143,1,0,0,0,0,196,0.691,0.44,0.439,0.957,0,0,0,0,1,,,
36,B,hot,none,B,MMS17,16,26,4,5,1,1,32,18.5,0,0,50.5,12,4.208333333,1,3,0,0,1,1,dead,0,0,30-Apr,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,,,
36,C,cold,clip,R,CCS17,15,48.6,4,2.5,1,2,7,15,32,0,54,12,4.5,NA,NA,0,0,0,0,measured,1,0.1,27-Apr,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,82,0,NA,0.112,0.089,0,0,0,0,1,"""old"" not enough tissue to register",,
36,C,cold,clip,B,MMS17,15,42.5,4,4.5,1,1,9.5,13,0,0,22.5,12,1.875,4,1,0,0,0,1,dead,0,0,27-Apr,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,1,blue dead after 2nd clip,,
36,D,hot,clip,R,CCS17,16,54.5,3,3.5,2,2,23.9,39,0,0,62.9,12,5.241666667,NA,NA,0,0,0,0,measured,3,0.3,29-Apr,13,5.2,4.5,0,0,0,0,0,9.7,0.746153846,0,0,0,0,0,135/142,0.072,0.034,0.083,0.019,0,0,0,0,1,,,
36,D,hot,clip,B,MMS17,16,42.3,4,3.7,2,1,18.6,36.2,4.4,0,59.2,12,4.933333333,4,7,0,0,0,0,measured,4,0.8,29-Apr,13,21.7,23.6,5.9,12.1,9.7,0,0,73,5.615384615,0,0,0,0,0,136,0.639,0.331,0.499,0.246,0,0,0,0,1,,,
37,A,cold,none,B,DPH06,15,72.2,4,4.4,2,3,17.6,19.9,3,0,40.5,12,3.375,7,12,0,0,0,0,measured,28,0.7,28-Apr,12,8,7,14,18.5,0,0,0,47.5,3.958333333,0,0,5,0,0,110/111,4.671,2.094,2.214,1.99,0,0,0,0,1,,,
37,A,cold,none,R,MMH07,15,28.5,4,5,2,1,3.6,0,0,0,3.6,12,0.3,NA,NA,0,0,0,0,measured,2,0.4,28-Apr,12,10.8,2.6,11.1,0,0,0,0,24.5,2.041666667,0,0,0,0,1,109,0.065,0.05,0.035,0.013,0,0,0,1,1,SHOOT FELL OFF; TERM SHOOT DEAD,,
37,B,hot,none,B,DPH06,16,49.5,4,5,2,2,4.2,20.8,22.9,3.5,51.4,12,4.283333333,10,19,0,0,0,0,measured,25,0.7,29-Apr,13,11.5,16,16,21.5,25,26,0,116,8.923076923,1,0,2,0,0,163,2.308,1.695,1.131,1.147,0,0,0,0,1,,,
37,B,hot,none,R,MMH07,16,34,4,3.5,2,3,12.7,19.8,2.3,0,34.8,12,2.9,NA,NA,0,0,0,0,measured,13,0.7,29-Apr,13,2.5,12.2,17,19,0,0,0,50.7,3.9,0,0,3,0,0,155,0.98,0.457,0.54,0.43,0,0,0,0,1,,,
37,C,cold,clip,B,DPH06,15,75,4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0,0,0,0,measured,4,0.4,24-Apr,8,1.9,1.8,0,0,0,0,0,3.7,0.4625,1,1,3,0,0,48,0.087,0.001,0.263,0.121,NA,0,0,0,1,no 37C on data sheets; ALIVE AND HEALTHY AT TRANSPLANT,,
37,C,cold,clip,R,MMH07,15,46,5,4.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,measured,4,0.5,24-Apr,8,7.9,4.6,6,0,0,0,0,18.5,2.3125,0,1,3,0,0,43,0.13,0.025,0.189,0.162,NA,0,0,0,1,no 37C on data sheets; ALIVE AND HEALTHY AT TRANSPLANT,,
37,D,hot,clip,B,DPH06,16,71.8,3,5,2,3,26.6,43.2,0,0,69.8,12,5.816666667,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
37,D,hot,clip,R,MMH07,16,52.5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
38,A,cold,none,B,MMS10,15,30.6,4,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
38,A,cold,none,R,WPH04,15,60.2,4,5,2,3,19.4,5.7,6.8,0,31.9,12,2.658333333,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,RETAGGED AS ORANGE,,
38,B,hot,none,B,MMS10,16,38.5,4,6,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,,,
38,B,hot,none,R,WPH04,16,47,4,6,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,,,
38,C,cold,clip,B,MMS10,15,58.4,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,,,
38,C,cold,clip,R,WPH04,15,67.5,4,5.3,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,,,
38,D,hot,clip,B,MMS10,16,62,4,5.2,2,2,NA,NA,NA,NA,NA,12,NA,0,0,0,1,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,2,SQUASHED,,
38,D,hot,clip,R,WPH04,16,60,4,5.5,3,3,4.5,23.5,0,0,28,12,2.333333333,0,0,0,0,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,,,
39,A,cold,none,R,DPL18,15,54.7,4,4.5,2,3,5,14.5,24,0,43.5,12,3.625,NA,NA,0,0,0,0,measured,5,0.5,27-Apr,11,5.9,11.5,12.7,14.5,0,0,0,44.6,4.054545455,1,0,1,1,0,80,0.59,0.078,0.333,0.262,0,0,0,0,3,,,
39,A,cold,none,B,MML12,15,34,4,6,2,2,6,7.5,14,0,27.5,12,2.291666667,4,3,0,0,0,1,dead,0,0,27-Apr,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,,,
39,B,hot,none,R,DPL18,16,34.9,3,5.2,1,3,37,19,1.5,0,57.5,12,4.791666667,4,4,0,0,0,0,measured,4,0.4,29-Apr,13,2.4,12.1,9.9,5.4,0,0,0,29.8,2.292307692,1,0,0,0,0,154,0.086,0.06,0.197,0.112,0,0,0,0,3,,,
39,B,hot,none,B,MML12,16,53.8,4,4.2,1,0,0,0,0,0,0,12,0,0,0,1,1,1,1,dead,0,0,29-Apr,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,,,
39,C,cold,clip,R,DPL18,15,63.2,4,4.5,2,2,25.7,24.1,1.7,0,51.5,12,4.291666667,NA,NA,0,0,0,0,measured,3,0.3,4-May,18,2.6,6.6,7.8,0,0,0,0,17,0.944444444,0,0,0,0,0,273,0.032,0.01,0.274,0.118,0,0,0,0,3,,,
39,C,cold,clip,B,MML12,15,39,4,3.2,2,3,14.9,16.2,1.6,0,32.7,12,2.725,6,6,0,0,0,1,dead,0,0,4-May,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,SHOOT IN TWO PLACES,,
39,D,hot,clip,R,DPL18,16,52.2,3,2.5,1,1,43.3,29.2,0,0,72.5,12,6.041666667,5,6,0,0,0,0,measured,6,0.6,24-Apr,8,7.9,7.9,12,0,0,0,0,27.8,3.475,0,0,1,0,0,47,0.305,0.08,0.472,0.204,0,0,0,0,0,rhiz had root tissue mixed in with it,,
39,D,hot,clip,B,MML12,16,54.5,4,4.7,1,0,0,0,0,0,0,12,0,0,0,1,1,1,1,dead,0,0,24-Apr,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,,,
40,A,cold,none,R,DPL10,15,64.8,6,4.2,2,3,12.7,23,9.2,0,44.9,12,3.741666667,NA,NA,0,0,0,0,measured,8,1,23-Apr,7,7,6.3,10,7.8,0,0,0,31.1,4.442857143,1,0,0,1,0,41,1.452,0.339,0.707,0.623,0,0,0,0,3,,,
40,A,cold,none,B,MMH08,15,46.2,6,5,2,1,13.5,4,0,0,17.5,12,1.458333333,4,5,0,0,0,1,dead,0,0,23-Apr,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,,,
40,B,hot,none,R,DPL10,16,64.1,5,6,1,1,9.3,1,0,0,10.3,12,0.858333333,NA,NA,0,0,0,0,measured,1,0.3,29-Apr,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,138,0.001,0,0.059,0.043,0,0,0,0,3,,,
40,B,hot,none,B,MMH08,16,66.8,7,6,1,2,37.2,33,3.5,0,73.7,12,6.141666667,5,8,0,0,0,0,measured,17,0.9,29-Apr,13,28,30,16.3,30,8.6,0,0,112.9,8.684615385,0,0,1,0,0,137/139,1.693,1.092,1.814,1.715,0,0,0,0,3,,,
40,C,cold,clip,R,DPL10,15,63.9,4,4.5,2,3,7.5,13,20.5,1,42,12,3.5,NA,NA,0,0,0,0,measured,10,0.7,3-May,17,8.2,10.3,17.5,19.5,0,0,0,55.5,3.264705882,0,1,3,1,0,256,0.482,0.349,0.538,0.322,0,0,0,0,3,,,
40,C,cold,clip,B,MMH08,15,41.3,4,3.7,1,1,23,9,8,0,40,12,3.333333333,NA,10,0,0,0,1,dead,0,0,3-May,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,,,
40,D,hot,clip,R,DPL10,16,71.8,5,5.6,2,2,22.6,25.5,0,0,48.1,12,4.008333333,NA,NA,0,0,0,0,measured,1,1.1,27-Apr,11,2.7,11.1,3.9,9.3,0,0,0,27,2.454545455,1,0,0,0,0,101,0.057,0.024,0.004,0,0,0,0,0,3,,,
40,D,hot,clip,B,MMH08,16,44.5,5,2.7,1,2,33,24.2,0,0,57.2,12,4.766666667,5,2,0,0,0,0,measured,1,0.5,27-Apr,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,99,0.121,0,0.38,0.239,0,0,0,0,3,,,
41,A,cold,none,B,DPH14,17,27.4,5,4.2,1,2,17.9,27.4,5.5,0,50.8,12,4.233333333,2,6,0,0,0,0,measured,5,0.9,4-May,18,24.6,5.5,14.6,0,0,0,0,44.7,2.483333333,0,0,2,0,0,287,0.698,NA,0.269,0.082,0,0,0,0,3,"leaf extensions measured, so why is there no new biomass? ",,
41,A,cold,none,R,MML17,17,67.6,4,3.4,1,2,2.9,18.2,3,0,24.1,12,2.008333333,NA,NA,0,0,0,0,measured,7,0.8,4-May,18,19.3,9.8,22.2,7.5,0,0,0,58.8,3.266666667,0,0,1,0,0,288,0.452,0.264,1.116,0.351,0,0,0,0,3,,,
41,B,hot,none,B,DPH14,18,32.1,5,3.6,2,NA,NA,NA,NA,NA,NA,NA,NA,5,7,0,0,0,0,measured,4,1,24-Apr,8,10.2,10.7,7.1,0,0,0,0,28,3.5,0,1,1,1,0,54,0.668,0.343,0.291,0.126,0,0,0,0,3,not recorded; ALIVE AND HEALTHY AT TRANSPLANT,,
41,B,hot,none,R,MML17,18,62.6,3,4.4,1,2,10.5,30,5,0,45.5,12,3.791666667,NA,NA,0,0,0,0,measured,6,0.7,24-Apr,8,1.9,12,9.7,8.5,0,0,0,32.1,4.0125,0,0,0,1,0,53,0.595,0.113,0.0684,0.303,0,0,0,0,3,,,
41,C,cold,clip,B,DPH14,17,33.1,5,3.1,2,2,15.8,15.5,0,0,31.3,12,2.608333333,4,5,0,0,0,1,dead,0,0,4-May,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,,,
41,C,cold,clip,R,MML17,17,55,5,3,2,3,19.4,7,28.1,0,54.5,12,4.541666667,NA,NA,0,0,0,0,measured,6,0.6,4-May,18,24.2,5.8,15.8,17.9,0,0,0,63.7,3.538888889,0,0,0,0,0,277,0.226,0.341,0.559,0.3,0,0,0,1,3,SS BROKE DISCARDED,,
41,D,hot,clip,B,DPH14,18,21.7,4,5.5,2,1,20,4.5,0,0,24.5,12,2.041666667,3,5,0,0,0,0,measured,2,0.6,30-Apr,14,21.5,16,12.6,5.7,0,0,0,55.8,3.985714286,0,0,0,0,0,192,0.094,0.091,0.124,0.115,0,1,0,1,3,SS BROKE OFF AND DISCARDED,,
41,D,hot,clip,R,MML17,18,57,4,5.2,1,2,14.5,43.2,0,0,57.7,12,4.808333333,NA,NA,0,0,0,0,measured,1,0.6,30-Apr,14,6.2,14.8,0,0,0,0,0,21,1.5,1,0,0,0,0,192,0.071,0.029,0.079,0.085,0,1,0,0,3,,,
42,A,cold,none,R,MMS08,17,55.5,4,6,2,1,17.9,13.6,0,0,31.5,12,2.625,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,accidentally clipped - thrown out,,
42,A,cold,none,B,purple,17,85,4,5.9,1,1,NA,NA,NA,NA,NA,12,NA,2,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NOT PUNCHED,,
42,B,hot,none,R,MMS08,18,52.9,6,4.7,2,2,29.1,0,0,0,29.1,12,2.425,NA,NA,0,0,0,0,measured,20,0.9,30-Apr,14,19,18,22.3,8,2,0,0,69.3,4.95,1,1,0,1,0,213,1.349,1.602,0.693,0.759,1,0,0,0,1,NO PUNCH?,,
42,B,hot,none,B,purple,18,95.4,3,3.5,1,2,51,21.5,15.5,0,88,12,7.333333333,8,13,0,0,0,0,measured,20,1,30-Apr,14,2.2,22.4,17.9,21,0,0,0,63.5,4.535714286,1,1,0,1,0,217,1.741,0.96,2.204,3.223,0,0,0,0,1,,,
42,C,cold,clip,R,MMS08,17,60.2,4,6,2,3,20.2,22.5,4.3,0,47,12,3.916666667,NA,NA,0,0,0,0,measured,1,0.3,43217,11,4.7,3.7,0,0,0,0,0,8.4,0.763636364,1,1,0,,0,73,0.024,0.009,0.011,0.003,0,0,0,0,1,,,
42,C,cold,clip,B,purple,17,92.7,3,4.3,1,2,26.1,28.2,1.7,0,56,12,4.666666667,8,11,0,0,0,0,measured,10,0.6,27-Apr,11,12.3,7,10,0,0,0,0,29.3,2.663636364,1,1,0,1,0,72,0.578,0.201,0.879,0.447,0,0,0,0,1,,,
42,D,hot,clip,R,MMS08,18,47.9,4,4.5,2,3,26.5,23,2,0,51.5,12,4.291666667,NA,NA,0,0,0,0,measured,7,0.7,29-Apr,13,29.2,30.8,2.6,12.5,30.5,23,0,128.6,9.892307692,0,0,0,0,0,169,0.483,0.284,0.495,0.102,0,0,0,0,1,,,
42,D,hot,clip,B,purple,18,90.2,4,5.6,2,2,31.5,46.5,6,0,84,12,7,9,12,0,0,0,0,measured,6,0.6,29-Apr,13,18.4,34,4.6,1.9,24.7,14.8,26.5,124.9,9.607692308,1,0,0,0,0,168,0.423,0.171,0.306,0.091,0,0,0,0,1,,,
43,A,cold,none,R,MMH15,17,42.5,6,4.1,1,1,3.5,10.5,0,0,14,12,1.166666667,NA,NA,0,0,0,0,measured,2,0.6,27-Apr,11,2.1,6.9,9,9.1,0,0,0,27.1,2.463636364,0,0,0,1,0,78,0.114,0.035,0.172,0.102,0,0,0,0,1,,,
43,A,cold,none,B,WPL12,17,40,4,3.6,2,1,NA,NA,NA,NA,NA,12,NA,1,1,0,0,0,0,dead,0,0,27-Apr,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,1,SQUASHED; TERM SHOOT DEAD,,
43,B,hot,none,R,MMH15,18,38.2,6,3.7,2,2,23.4,26.1,1,0,50.5,12,4.208333333,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
43,B,hot,none,B,WPL12,18,51.2,4,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
43,C,cold,clip,R,MMH15,17,43,4,5.7,2,2,16.5,6.5,0,0,23,12,1.916666667,NA,NA,0,0,0,0,measured,3,0.4,4-May,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,264,0.053,0,0.087,0.079,0,0,0,0,1,,,
43,C,cold,clip,B,WPL12,17,70.2,5,3.2,1,1,13.3,42.7,22,0,78,12,6.5,6,10,0,0,0,0,measured,8,0.6,4-May,18,13.2,11,3.5,0,0,0,0,27.7,1.538888889,1,0,0,0,0,265,0.241,0.201,0.618,0.604,0,0,0,0,1,,,
43,D,hot,clip,R,MMH15,18,30.9,4,6,2,2,8.7,16.9,0,0,25.6,12,2.133333333,2,2,0,0,0,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,,,
43,D,hot,clip,B,WPL12,18,59.2,4,4.2,1,0,0,0,0,0,0,12,0,0,0,1,1,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,dead after 2nd clipping,,
44,A,cold,none,B,DPS19,17,48.4,6,6,1,2,17.5,12.3,1,0,30.8,12,2.566666667,6,15,0,0,0,0,measured,14,0.7,2-May,16,4.7,11.4,6.9,22.5,19.3,18.6,0,83.4,5.2125,0,0,2,0,1,240/241,1.792,0.583,1.094,0.778,0,0,0,0,1,B and/or R grazed after 2nd clip,,
44,A,cold,none,R,WPS20,17,69.8,5,4,1,1,7.2,28.5,15,0,50.7,12,4.225,NA,NA,0,0,0,0,measured,23,0.9,2-May,16,17.2,19.6,8.2,5.6,21.8,14,0,86.4,5.4,1,0,7,1,0,239,1.35,0.818,1.859,1.547,0,0,0,1,1,SS BROKE AND DISCARDED,,
